,market_segment,distribution_channel,is_repeated_guest,agent,company,customer_type,adr,Marketing_id
45897,Groups,TA/TO,0,1.0,,Transient-Party,64.0,15222
45928,Groups,TA/TO,0,1.0,,Transient-Party,92.8,15223
45942,Online TA,TA/TO,0,7.0,,Transient,55.63,15224
45947,Offline TA/TO,TA/TO,0,27.0,,Transient,41.43,15225
45949,Online TA,TA/TO,0,9.0,,Contract,63.75,15226
45950,Online TA,TA/TO,0,10.0,,Transient,67.95,15227
45954,Offline TA/TO,TA/TO,0,55.0,,Transient,75.0,15228
45960,Offline TA/TO,TA/TO,0,55.0,,Transient,65.0,15229
45974,Online TA,TA/TO,0,9.0,,Transient,75.0,15230
45983,Online TA,TA/TO,0,9.0,,Transient-Party,113.5,15231
45988,Online TA,TA/TO,0,9.0,,Transient-Party,104.5,15232
46011,Direct,Direct,0,14.0,,Transient,175.0,15233
46012,Groups,TA/TO,0,1.0,,Transient-Party,51.4,15234
46016,Groups,TA/TO,0,1.0,,Transient,130.5,15235
46021,Online TA,TA/TO,0,9.0,,Transient-Party,104.0,15236
46029,Groups,TA/TO,0,1.0,,Transient,65.0,15237
46030,Groups,TA/TO,0,1.0,,Transient-Party,71.0,15238
46045,Online TA,TA/TO,0,9.0,,Transient-Party,120.0,15239
46073,Direct,Direct,0,14.0,,Transient,72.25,15240
46074,Online TA,TA/TO,0,9.0,,Transient,84.0,15241
46077,Offline TA/TO,TA/TO,0,56.0,,Transient-Party,70.0,15242
46078,Groups,TA/TO,0,37.0,,Transient,75.0,15243
46104,Offline TA/TO,TA/TO,0,56.0,,Transient-Party,113.5,15244
46107,Offline TA/TO,TA/TO,0,56.0,,Transient-Party,139.5,15245
46118,Online TA,TA/TO,0,9.0,,Transient,85.0,15246
46120,Online TA,TA/TO,0,9.0,,Transient,94.0,15247
46122,Online TA,TA/TO,0,9.0,,Transient,116.0,15248
46126,Online TA,TA/TO,0,9.0,,Transient,107.25,15249
46132,Online TA,TA/TO,0,8.0,,Transient-Party,104.25,15250
46137,Online TA,TA/TO,0,9.0,,Transient,160.83,15251
46144,Online TA,TA/TO,0,8.0,,Transient,77.6,15252
46146,Online TA,TA/TO,0,7.0,,Transient,74.69,15253
46150,Online TA,TA/TO,0,9.0,,Transient-Party,77.0,15254
46151,Online TA,TA/TO,0,9.0,,Transient-Party,86.5,15255
46152,Direct,Direct,0,14.0,,Transient,74.25,15256
46154,Online TA,TA/TO,0,9.0,,Transient,87.0,15257
46155,Direct,Direct,0,14.0,,Transient,65.89,15258
46158,Direct,Direct,0,14.0,,Transient,170.0,15259
46162,Online TA,TA/TO,0,9.0,,Transient,77.25,15260
46163,Online TA,TA/TO,0,9.0,,Transient,154.5,15261
46166,Direct,Direct,0,14.0,,Transient,91.0,15262
46169,Online TA,TA/TO,0,8.0,,Transient,75.0,15263
46181,Online TA,TA/TO,0,9.0,,Transient,67.5,15264
46184,Online TA,TA/TO,0,8.0,,Transient,97.0,15265
46185,Online TA,TA/TO,0,9.0,,Transient-Party,86.25,15266
46186,Online TA,TA/TO,0,9.0,,Transient-Party,6.0,15267
46190,Online TA,TA/TO,0,7.0,,Transient,91.68,15268
46192,Online TA,TA/TO,0,11.0,,Transient,59.14,15269
46195,Online TA,TA/TO,0,9.0,,Transient-Party,77.25,15270
46197,Online TA,TA/TO,0,9.0,,Transient,72.75,15271
46198,Online TA,TA/TO,0,7.0,,Transient,66.99,15272
46201,Online TA,TA/TO,0,9.0,,Transient,92.5,15273
46203,Direct,Direct,0,14.0,,Transient,0.0,15274
46205,Online TA,TA/TO,0,9.0,,Transient,80.41,15275
46206,Online TA,TA/TO,0,9.0,,Transient,90.33,15276
46207,Online TA,TA/TO,0,9.0,,Transient,80.42,15277
46208,Online TA,TA/TO,0,11.0,,Transient,98.64,15278
46209,Direct,Direct,0,14.0,,Transient,125.0,15279
46211,Online TA,TA/TO,0,9.0,,Transient,86.75,15280
46213,Online TA,TA/TO,0,9.0,,Transient-Party,83.58,15281
46215,Online TA,TA/TO,0,9.0,,Transient-Party,92.58,15282
46218,Online TA,TA/TO,0,11.0,,Transient,59.09,15283
46221,Online TA,TA/TO,0,9.0,,Transient-Party,111.67,15284
46222,Online TA,TA/TO,0,9.0,,Transient-Party,93.67,15285
46223,Online TA,TA/TO,0,9.0,,Transient,99.5,15286
46226,Direct,Direct,0,14.0,,Transient,65.05,15287
46227,Online TA,TA/TO,0,,8.0,Transient,87.3,15288
46228,Online TA,TA/TO,0,11.0,,Transient,63.0,15289
46229,Online TA,TA/TO,0,9.0,,Transient,77.35,15290
46230,Online TA,TA/TO,0,9.0,,Transient,192.0,15291
46231,Online TA,TA/TO,0,7.0,,Transient,92.43,15292
46232,Direct,Direct,0,14.0,,Transient,116.0,15293
46233,Online TA,TA/TO,0,9.0,,Transient,177.0,15294
46234,Online TA,TA/TO,0,11.0,,Transient,68.0,15295
46235,Online TA,TA/TO,0,11.0,,Transient,66.0,15296
46236,Online TA,TA/TO,0,9.0,,Transient-Party,77.92,15297
46237,Online TA,TA/TO,0,9.0,,Transient,103.67,15298
46239,Online TA,TA/TO,0,9.0,,Transient,81.3,15299
46241,Online TA,TA/TO,0,9.0,,Transient,122.67,15300
46242,Online TA,TA/TO,0,9.0,,Transient,91.67,15301
46243,Online TA,TA/TO,0,9.0,,Transient-Party,107.0,15302
46247,Online TA,TA/TO,0,9.0,,Transient,187.0,15303
46249,Online TA,TA/TO,0,9.0,,Transient,104.5,15304
46255,Online TA,TA/TO,0,9.0,,Transient-Party,125.0,15305
46258,Online TA,TA/TO,0,7.0,,Transient,70.42,15306
46259,Online TA,TA/TO,0,9.0,,Transient,199.33,15307
46260,Online TA,TA/TO,0,9.0,,Transient,136.0,15308
46263,Direct,Direct,0,14.0,,Transient,181.0,15309
46264,Direct,Direct,0,14.0,,Transient,115.0,15310
46266,Online TA,TA/TO,0,8.0,,Transient,110.8,15311
46267,Online TA,TA/TO,0,8.0,,Transient,109.8,15312
46269,Online TA,TA/TO,0,9.0,,Transient,125.33,15313
46270,Online TA,TA/TO,0,11.0,,Transient,46.51,15314
46271,Online TA,TA/TO,0,9.0,,Transient,113.57,15315
46274,Online TA,TA/TO,0,9.0,,Transient,111.0,15316
46276,Online TA,TA/TO,0,89.0,,Transient,109.61,15317
46279,Online TA,TA/TO,0,11.0,,Transient,51.69,15318
46283,Direct,Direct,0,14.0,,Transient,178.67,15319
46287,Offline TA/TO,TA/TO,0,21.0,,Transient-Party,37.5,15320
46294,Online TA,TA/TO,0,9.0,,Transient,142.67,15321
46304,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,70.5,15322
46309,Online TA,TA/TO,0,9.0,,Transient,132.0,15323
46310,Online TA,TA/TO,0,8.0,,Transient,75.44,15324
46312,Online TA,TA/TO,0,8.0,,Transient,110.43,15325
46331,Offline TA/TO,TA/TO,0,27.0,,Transient,47.2,15326
46336,Online TA,TA/TO,0,9.0,,Transient,199.0,15327
46343,Online TA,TA/TO,0,9.0,,Transient,137.0,15328
46345,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,130.67,15329
46346,Online TA,TA/TO,0,9.0,,Transient,146.0,15330
46349,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,70.67,15331
46355,Online TA,TA/TO,0,9.0,,Transient,197.0,15332
46363,Online TA,TA/TO,0,9.0,,Transient,129.5,15333
46364,Online TA,TA/TO,0,9.0,,Transient,205.5,15334
46365,Online TA,TA/TO,0,9.0,,Transient,122.5,15335
46366,Offline TA/TO,TA/TO,0,21.0,,Transient,67.0,15336
46369,Online TA,TA/TO,0,7.0,,Transient,113.2,15337
46383,Online TA,TA/TO,0,9.0,,Transient,123.0,15338
46388,Online TA,TA/TO,0,9.0,,Transient,118.67,15339
46389,Online TA,TA/TO,0,9.0,,Transient-Party,135.0,15340
46398,Direct,Direct,0,14.0,,Transient,139.0,15341
46401,Online TA,TA/TO,0,7.0,,Transient,183.5,15342
46402,Groups,TA/TO,0,1.0,,Transient,77.5,15343
46412,Online TA,TA/TO,0,9.0,,Transient,119.0,15344
46417,Online TA,TA/TO,0,9.0,,Transient,130.33,15345
46420,Online TA,TA/TO,0,9.0,,Transient,90.78,15346
46422,Online TA,Direct,0,9.0,,Transient,105.0,15347
46423,Online TA,TA/TO,0,9.0,,Transient,86.0,15348
46425,Online TA,TA/TO,0,8.0,,Transient,92.0,15349
46426,Online TA,TA/TO,0,9.0,,Transient,96.08,15350
46427,Online TA,TA/TO,0,7.0,,Transient,81.82,15351
46428,Online TA,TA/TO,0,9.0,,Transient,194.67,15352
46429,Online TA,TA/TO,0,9.0,,Transient,119.58,15353
46430,Online TA,TA/TO,0,9.0,,Transient,120.5,15354
46431,Online TA,TA/TO,0,9.0,,Transient,178.25,15355
46432,Online TA,TA/TO,0,11.0,,Transient,74.67,15356
46436,Direct,TA/TO,0,,,Transient,107.0,15357
46437,Online TA,TA/TO,0,9.0,,Transient-Party,97.0,15358
46441,Offline TA/TO,TA/TO,0,21.0,,Transient,101.0,15359
46442,Online TA,TA/TO,0,11.0,,Transient,71.84,15360
46448,Online TA,TA/TO,0,9.0,,Transient,83.58,15361
46450,Online TA,TA/TO,0,9.0,,Transient,91.45,15362
46452,Direct,Direct,0,14.0,,Transient-Party,97.0,15363
46457,Online TA,TA/TO,0,9.0,,Transient,74.93,15364
46458,Direct,Direct,0,14.0,,Transient,97.0,15365
46469,Online TA,TA/TO,0,9.0,,Transient,92.95,15366
46475,Direct,Direct,0,14.0,,Transient,99.0,15367
46476,Online TA,TA/TO,0,9.0,,Transient,102.0,15368
46478,Online TA,TA/TO,0,9.0,,Transient,89.2,15369
46479,Online TA,TA/TO,0,15.0,,Transient,86.32,15370
46481,Online TA,TA/TO,0,9.0,,Transient,82.0,15371
46482,Online TA,TA/TO,0,9.0,,Transient,80.6,15372
46483,Online TA,TA/TO,0,11.0,,Transient,67.66,15373
46486,Online TA,TA/TO,0,9.0,,Transient,79.6,15374
46488,Online TA,TA/TO,0,9.0,,Transient-Party,15.0,15375
46490,Online TA,TA/TO,0,9.0,,Transient-Party,71.52,15376
46491,Online TA,TA/TO,0,9.0,,Transient,71.6,15377
46508,Online TA,TA/TO,0,11.0,,Transient,54.0,15378
46509,Online TA,TA/TO,0,7.0,,Transient,64.14,15379
46510,Online TA,TA/TO,0,9.0,,Transient,75.95,15380
46511,Online TA,TA/TO,0,9.0,,Transient-Party,89.0,15381
46512,Online TA,TA/TO,0,9.0,,Transient-Party,108.0,15382
46517,Online TA,TA/TO,0,9.0,,Transient,76.0,15383
46520,Online TA,TA/TO,0,,,Transient-Party,74.25,15384
46523,Online TA,TA/TO,0,,,Transient-Party,76.25,15385
46524,Online TA,TA/TO,0,9.0,,Transient-Party,82.0,15386
46525,Online TA,TA/TO,0,8.0,,Transient,87.0,15387
46526,Online TA,TA/TO,0,9.0,,Transient-Party,83.0,15388
46527,Offline TA/TO,TA/TO,0,159.0,,Transient-Party,87.0,15389
46531,Offline TA/TO,TA/TO,0,159.0,,Transient-Party,122.0,15390
46534,Online TA,TA/TO,0,9.0,,Transient,44.0,15391
46535,Online TA,TA/TO,0,9.0,,Transient,80.3,15392
46536,Direct,Direct,0,14.0,,Transient,87.5,15393
46537,Direct,Direct,0,,,Transient,70.67,15394
46538,Online TA,TA/TO,0,9.0,,Transient,77.0,15395
46541,Online TA,TA/TO,0,9.0,,Transient,73.9,15396
46549,Online TA,TA/TO,0,9.0,,Transient-Party,115.5,15397
46551,Online TA,TA/TO,0,9.0,,Transient-Party,71.55,15398
46555,Online TA,TA/TO,0,7.0,,Transient,68.99,15399
46558,Online TA,TA/TO,0,9.0,,Transient-Party,88.25,15400
46568,Online TA,TA/TO,0,9.0,,Transient,68.5,15401
46571,Online TA,TA/TO,0,9.0,,Transient,87.3,15402
46572,Online TA,TA/TO,0,9.0,,Transient,78.5,15403
46575,Online TA,TA/TO,0,15.0,,Transient,59.16,15404
46576,Online TA,TA/TO,0,9.0,,Transient,79.54,15405
46578,Online TA,TA/TO,0,9.0,,Transient,0.0,15406
46579,Online TA,TA/TO,0,9.0,,Transient-Party,67.5,15407
46580,Online TA,TA/TO,0,9.0,,Transient,78.3,15408
46587,Online TA,TA/TO,0,9.0,,Transient,69.5,15409
46588,Online TA,TA/TO,0,155.0,,Transient,119.0,15410
46592,Online TA,TA/TO,0,9.0,,Transient,65.75,15411
46593,Direct,Direct,0,14.0,,Transient,93.0,15412
46594,Direct,Direct,0,14.0,,Transient,100.0,15413
46601,Online TA,TA/TO,0,9.0,,Transient,82.9,15414
46602,Online TA,TA/TO,0,155.0,,Transient,97.33,15415
46603,Online TA,TA/TO,0,7.0,,Transient,63.37,15416
46605,Offline TA/TO,TA/TO,0,28.0,,Transient,70.0,15417
46606,Online TA,TA/TO,0,11.0,,Transient,64.64,15418
46608,Online TA,TA/TO,0,9.0,,Transient,81.7,15419
46609,Online TA,TA/TO,0,9.0,,Transient,87.7,15420
46610,Online TA,TA/TO,0,9.0,,Transient,75.35,15421
46611,Online TA,TA/TO,0,7.0,,Transient,72.96,15422
46612,Online TA,TA/TO,0,11.0,,Transient,61.0,15423
46613,Online TA,TA/TO,0,11.0,,Transient,62.0,15424
46616,Online TA,TA/TO,0,9.0,,Transient,69.6,15425
46619,Online TA,TA/TO,0,9.0,,Transient,84.45,15426
46621,Online TA,TA/TO,0,9.0,,Transient-Party,69.5,15427
46622,Online TA,TA/TO,0,9.0,,Transient,73.95,15428
46625,Online TA,TA/TO,0,7.0,,Transient,55.59,15429
46626,Online TA,TA/TO,0,7.0,,Transient,60.29,15430
46629,Direct,Direct,0,14.0,,Transient,152.0,15431
46630,Online TA,TA/TO,0,9.0,,Transient,80.62,15432
46637,Direct,Direct,0,14.0,,Transient,86.0,15433
46640,Online TA,TA/TO,0,10.0,,Transient,66.7,15434
46643,Online TA,TA/TO,0,9.0,,Transient,89.3,15435
46646,Online TA,TA/TO,0,9.0,,Transient,6.0,15436
46649,Online TA,TA/TO,0,9.0,,Transient,77.55,15437
46651,Online TA,TA/TO,0,9.0,,Transient-Party,86.75,15438
46655,Online TA,TA/TO,0,9.0,,Transient,6.67,15439
46659,Online TA,TA/TO,0,9.0,,Transient,79.3,15440
46661,Direct,Direct,0,14.0,,Transient,75.5,15441
46663,Direct,Direct,0,14.0,,Transient,76.0,15442
46665,Online TA,TA/TO,0,9.0,,Transient,72.9,15443
46669,Online TA,TA/TO,0,9.0,,Transient,75.15,15444
46671,Direct,Direct,0,14.0,,Transient,76.25,15445
46674,Online TA,TA/TO,0,9.0,,Transient,150.3,15446
46675,Direct,Direct,0,14.0,,Transient,85.25,15447
46676,Online TA,TA/TO,0,9.0,,Transient,65.8,15448
46679,Direct,Direct,0,14.0,,Transient,118.0,15449
46689,Online TA,TA/TO,0,9.0,,Transient-Party,75.0,15450
46690,Online TA,TA/TO,0,9.0,,Transient-Party,169.0,15451
46693,Online TA,TA/TO,0,8.0,,Transient,77.0,15452
46694,Online TA,TA/TO,0,9.0,,Transient,72.97,15453
46695,Direct,Direct,0,14.0,14.0,Transient,108.0,15454
46704,Online TA,TA/TO,0,9.0,,Transient,93.45,15455
46705,Online TA,TA/TO,0,8.0,,Transient,90.0,15456
46707,Online TA,TA/TO,0,9.0,,Transient-Party,78.3,15457
46712,Online TA,TA/TO,0,11.0,,Transient,65.0,15458
46713,Online TA,TA/TO,0,15.0,,Transient,47.92,15459
46718,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,71.0,15460
46724,Direct,Direct,0,14.0,,Transient,104.0,15461
46725,Online TA,TA/TO,0,9.0,,Transient,86.25,15462
46730,Online TA,TA/TO,0,9.0,,Transient,100.3,15463
46733,Direct,Direct,0,,,Transient,126.33,15464
46736,Online TA,TA/TO,0,7.0,,Transient,76.69,15465
46742,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,80.0,15466
46743,Direct,Direct,0,14.0,,Transient,87.0,15467
46745,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,71.6,15468
46746,Online TA,TA/TO,0,9.0,,Transient,75.47,15469
46747,Direct,Direct,0,,,Transient,76.72,15470
46769,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,70.0,15471
46771,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,86.5,15472
46792,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,72.0,15473
46814,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,70.67,15474
46823,Offline TA/TO,TA/TO,0,19.0,,Transient-Party,70.75,15475
46828,Online TA,TA/TO,0,9.0,,Transient,77.69,15476
46829,Direct,Direct,0,14.0,,Transient,122.0,15477
46830,Direct,Direct,0,14.0,,Transient,63.75,15478
46831,Online TA,Direct,0,,,Transient,80.0,15479
46834,Online TA,TA/TO,0,9.0,,Transient,79.0,15480
46837,Online TA,TA/TO,0,8.0,,Transient,62.0,15481
46841,Online TA,TA/TO,0,9.0,,Transient,88.27,15482
46842,Online TA,TA/TO,0,9.0,,Transient,80.09,15483
46843,Online TA,TA/TO,0,9.0,,Transient,120.95,15484
46844,Online TA,TA/TO,0,9.0,,Transient-Party,86.0,15485
46861,Online TA,TA/TO,0,7.0,,Transient,51.97,15486
46862,Online TA,TA/TO,0,9.0,,Transient,79.4,15487
46870,Online TA,TA/TO,0,9.0,,Transient,99.3,15488
46871,Online TA,TA/TO,0,9.0,,Transient,68.4,15489
46878,Online TA,TA/TO,0,9.0,,Transient-Party,80.3,15490
46880,Online TA,TA/TO,0,9.0,,Transient-Party,79.8,15491
46883,Direct,Direct,0,14.0,,Transient,122.33,15492
46886,Online TA,TA/TO,0,7.0,,Transient,81.2,15493
46890,Online TA,TA/TO,0,7.0,,Transient,58.94,15494
46892,Online TA,TA/TO,0,8.0,,Transient,75.95,15495
46894,Corporate,Corporate,0,38.0,,Transient-Party,62.0,15496
46900,Online TA,TA/TO,0,9.0,,Transient,86.1,15497
46901,Direct,Direct,0,14.0,,Transient,78.5,15498
46902,Online TA,TA/TO,0,9.0,,Transient,91.0,15499
46903,Online TA,TA/TO,0,9.0,,Transient,100.0,15500
46906,Online TA,TA/TO,0,9.0,,Transient,64.08,15501
46907,Online TA,TA/TO,0,9.0,,Transient,75.5,15502
46908,Online TA,TA/TO,0,9.0,,Transient,71.2,15503
46911,Online TA,TA/TO,0,8.0,,Transient,78.6,15504
46912,Online TA,TA/TO,0,7.0,,Transient,70.07,15505
46914,Corporate,Corporate,0,91.0,,Transient,79.0,15506
46915,Online TA,TA/TO,0,9.0,,Transient,72.0,15507
46918,Offline TA/TO,TA/TO,0,22.0,,Transient,70.0,15508
46919,Online TA,TA/TO,0,9.0,,Transient,76.55,15509
46920,Online TA,TA/TO,0,9.0,,Transient,72.8,15510
46921,Online TA,TA/TO,0,9.0,,Transient,81.9,15511
46922,Offline TA/TO,TA/TO,0,87.0,,Transient,81.0,15512
46923,Offline TA/TO,TA/TO,0,87.0,,Transient-Party,80.67,15513
46924,Offline TA/TO,TA/TO,0,87.0,,Transient-Party,81.0,15514
46925,Online TA,TA/TO,0,9.0,,Transient,88.63,15515
46927,Online TA,TA/TO,0,7.0,,Transient,69.22,15516
46928,Online TA,TA/TO,0,9.0,,Transient,60.0,15517
46929,Offline TA/TO,TA/TO,0,27.0,,Transient,52.0,15518
46930,Online TA,TA/TO,0,7.0,,Transient,57.98,15519
46931,Corporate,Corporate,0,,40.0,Transient-Party,66.0,15520
46934,Offline TA/TO,TA/TO,0,87.0,,Transient-Party,6.0,15521
46936,Offline TA/TO,TA/TO,0,87.0,,Transient-Party,0.0,15522
46939,Online TA,TA/TO,0,11.0,,Transient,58.37,15523
46941,Online TA,TA/TO,0,9.0,,Transient,70.4,15524
46943,Online TA,TA/TO,0,9.0,,Transient-Party,77.88,15525
46945,Online TA,TA/TO,0,9.0,,Transient,68.23,15526
46947,Direct,TA/TO,0,,,Transient,90.0,15527
46948,Online TA,Direct,0,,,Transient,90.0,15528
46954,Online TA,TA/TO,0,9.0,,Transient,77.6,15529
46959,Online TA,TA/TO,0,9.0,,Transient,82.45,15530
46960,Online TA,TA/TO,0,7.0,,Transient,53.97,15531
46963,Online TA,TA/TO,0,9.0,,Transient,74.82,15532
46964,Online TA,TA/TO,0,9.0,,Transient,77.2,15533
46966,Direct,Direct,0,14.0,,Transient,90.5,15534
46967,Online TA,TA/TO,0,8.0,,Transient,91.0,15535
46970,Online TA,TA/TO,0,9.0,,Transient,88.33,15536
46972,Online TA,TA/TO,0,11.0,,Transient,55.24,15537
46974,Online TA,TA/TO,0,9.0,,Transient,79.75,15538
46975,Online TA,TA/TO,0,9.0,,Transient,76.14,15539
46976,Online TA,TA/TO,0,9.0,,Transient,78.6,15540
46981,Offline TA/TO,TA/TO,0,27.0,,Transient,43.0,15541
46984,Online TA,TA/TO,0,9.0,,Transient,71.52,15542
46985,Online TA,TA/TO,0,9.0,,Transient,71.53,15543
46988,Online TA,TA/TO,0,9.0,,Transient-Party,79.88,15544
46991,Online TA,TA/TO,0,9.0,,Transient,152.53,15545
46992,Online TA,TA/TO,0,9.0,,Transient,63.03,15546
46998,Online TA,TA/TO,0,9.0,,Transient,139.05,15547
47001,Online TA,TA/TO,0,9.0,,Transient,171.0,15548
47002,Online TA,TA/TO,0,7.0,,Transient,62.29,15549
47005,Online TA,TA/TO,0,9.0,,Transient,104.77,15550
47008,Online TA,TA/TO,0,9.0,,Transient-Party,89.3,15551
47010,Online TA,TA/TO,0,9.0,,Transient,74.7,15552
47011,Online TA,TA/TO,0,9.0,,Transient,64.05,15553
47012,Online TA,TA/TO,0,9.0,,Transient,107.28,15554
47013,Online TA,TA/TO,0,9.0,,Transient,75.36,15555
47017,Direct,Direct,0,14.0,,Transient,62.1,15556
47018,Corporate,Corporate,0,,174.0,Transient-Party,70.0,15557
47019,Corporate,Corporate,0,,174.0,Transient-Party,71.0,15558
47022,Online TA,TA/TO,0,9.0,,Transient,82.33,15559
47029,Online TA,TA/TO,0,7.0,,Transient,62.32,15560
47031,Direct,Direct,0,14.0,,Transient,65.75,15561
47034,Direct,Direct,0,,,Transient,12.0,15562
47039,Online TA,TA/TO,0,9.0,,Transient-Party,106.0,15563
47042,Online TA,TA/TO,0,9.0,,Transient,84.65,15564
47046,Online TA,TA/TO,0,9.0,,Transient,69.53,15565
47050,Online TA,TA/TO,0,7.0,,Transient,59.28,15566
47053,Online TA,TA/TO,0,9.0,,Transient,69.52,15567
47058,Online TA,TA/TO,0,9.0,,Transient,79.43,15568
47060,Online TA,TA/TO,0,9.0,,Transient,76.95,15569
47061,Online TA,TA/TO,0,9.0,,Transient,63.2,15570
47062,Online TA,TA/TO,0,9.0,,Transient,101.78,15571
47063,Online TA,TA/TO,0,9.0,,Transient,70.91,15572
47065,Direct,Direct,0,14.0,,Transient,69.5,15573
47069,Online TA,TA/TO,0,10.0,,Transient,0.0,15574
47075,Online TA,TA/TO,0,9.0,,Transient,98.3,15575
47076,Offline TA/TO,TA/TO,0,28.0,,Contract,57.0,15576
47079,Online TA,TA/TO,0,9.0,,Transient-Party,81.55,15577
47088,Online TA,TA/TO,0,11.0,,Transient,50.6,15578
47092,Online TA,TA/TO,0,11.0,,Transient,46.9,15579
47103,Online TA,TA/TO,0,9.0,,Transient,129.0,15580
47105,Online TA,TA/TO,0,7.0,,Transient,61.75,15581
47108,Direct,Direct,0,14.0,,Transient,65.11,15582
47109,Direct,Direct,0,14.0,,Transient,79.35,15583
47110,Direct,Direct,0,14.0,,Transient,63.12,15584
47111,Online TA,TA/TO,0,9.0,,Transient,70.0,15585
47113,Online TA,TA/TO,0,15.0,,Transient,64.64,15586
47114,Direct,Direct,0,14.0,,Transient,91.5,15587
47116,Online TA,TA/TO,0,9.0,,Transient-Party,173.0,15588
47117,Online TA,TA/TO,0,9.0,,Transient,23.0,15589
47121,Online TA,TA/TO,0,9.0,,Transient-Party,66.5,15590
47124,Online TA,TA/TO,0,7.0,,Transient,75.23,15591
47132,Online TA,TA/TO,0,7.0,,Transient,57.83,15592
47136,Online TA,TA/TO,0,9.0,,Transient-Party,80.55,15593
47145,Online TA,TA/TO,0,8.0,,Transient,81.0,15594
47147,Online TA,TA/TO,0,7.0,,Transient,57.28,15595
47151,Online TA,TA/TO,0,9.0,,Transient,126.5,15596
47155,Online TA,TA/TO,0,9.0,,Transient,68.34,15597
47160,Online TA,TA/TO,0,8.0,,Transient,89.3,15598
47163,Online TA,TA/TO,0,9.0,,Transient,83.03,15599
47165,Online TA,TA/TO,0,9.0,,Transient,85.03,15600
47168,Online TA,TA/TO,0,7.0,,Transient,51.09,15601
47170,Groups,TA/TO,0,37.0,,Transient,60.0,15602
47172,Direct,Direct,0,14.0,,Transient-Party,67.15,15603
47173,Online TA,TA/TO,0,15.0,,Transient,61.16,15604
47174,Direct,Direct,0,14.0,,Transient,67.5,15605
47180,Complementary,Corporate,0,,45.0,Transient,0.0,15606
47206,Online TA,TA/TO,0,9.0,,Transient,71.55,15607
47207,Online TA,TA/TO,0,9.0,,Transient,68.7,15608
47219,Offline TA/TO,TA/TO,0,28.0,,Transient,62.0,15609
47220,Online TA,TA/TO,0,9.0,,Transient,80.8,15610
47222,Online TA,TA/TO,0,9.0,,Transient,128.29,15611
47224,Online TA,TA/TO,0,9.0,,Transient,106.83,15612
47225,Online TA,TA/TO,0,9.0,,Transient,108.35,15613
47226,Online TA,TA/TO,0,9.0,,Transient,68.65,15614
47228,Online TA,TA/TO,0,9.0,,Transient-Party,69.52,15615
47231,Online TA,TA/TO,0,9.0,,Transient-Party,69.53,15616
47234,Online TA,TA/TO,0,9.0,,Contract,87.0,15617
47251,Online TA,TA/TO,0,7.0,,Transient,83.55,15618
47257,Online TA,TA/TO,0,7.0,,Transient,48.51,15619
47261,Direct,Direct,0,14.0,,Transient-Party,67.5,15620
47264,Online TA,TA/TO,0,9.0,,Transient,103.38,15621
47265,Offline TA/TO,TA/TO,0,118.0,,Transient,60.4,15622
47270,Direct,Direct,0,14.0,,Transient-Party,79.0,15623
47273,Direct,Direct,0,14.0,,Transient-Party,80.0,15624
47275,Online TA,TA/TO,0,9.0,,Transient,87.97,15625
47285,Online TA,TA/TO,0,9.0,,Transient,90.76,15626
47286,Online TA,TA/TO,0,9.0,,Transient,77.23,15627
47295,Online TA,TA/TO,0,7.0,,Transient,66.22,15628
47296,Offline TA/TO,TA/TO,0,28.0,,Transient,92.65,15629
47297,Online TA,TA/TO,0,9.0,,Transient,65.66,15630
47300,Online TA,TA/TO,0,7.0,,Transient,63.49,15631
47302,Direct,TA/TO,0,,,Transient,111.0,15632
47306,Online TA,TA/TO,0,7.0,,Transient,56.98,15633
47311,Offline TA/TO,TA/TO,0,44.0,,Transient,75.0,15634
47314,Online TA,TA/TO,0,11.0,,Transient,86.61,15635
47375,Online TA,TA/TO,0,8.0,,Transient,84.8,15636
47377,Online TA,TA/TO,0,9.0,,Transient,83.3,15637
47379,Online TA,TA/TO,0,9.0,,Transient,96.3,15638
47380,Online TA,TA/TO,0,9.0,,Transient,90.3,15639
47381,Online TA,TA/TO,0,9.0,,Transient,70.5,15640
47383,Online TA,TA/TO,0,9.0,,Transient-Party,75.56,15641
47386,Online TA,TA/TO,0,9.0,,Transient-Party,73.56,15642
47387,Corporate,TA/TO,0,,67.0,Transient-Party,80.0,15643
47391,Corporate,TA/TO,0,,67.0,Transient-Party,90.0,15644
47392,Corporate,TA/TO,0,,67.0,Transient-Party,81.0,15645
47393,Direct,Direct,0,14.0,,Transient,135.0,15646
47396,Online TA,TA/TO,0,9.0,,Transient,75.05,15647
47400,Offline TA/TO,TA/TO,0,86.0,,Transient,69.0,15648
47403,Online TA,TA/TO,0,9.0,,Transient,107.7,15649
47404,Online TA,TA/TO,0,9.0,,Transient,84.69,15650
