,is_canceled,stays_in_week_nights,stays_in_weekend_nights,previous_cancellations,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,meal,previous_bookings_not_canceled,Booking_id
25868,0,7,3,0,0,No Deposit,0,0,FB,0,2831
25885,0,8,3,0,0,No Deposit,0,2,Undefined,0,2832
25886,0,8,3,0,0,No Deposit,1,2,Undefined,0,2833
25891,0,4,2,0,2,No Deposit,1,1,BB,1,2834
25905,0,8,2,0,0,No Deposit,0,1,Undefined,0,2835
25912,0,4,1,0,0,No Deposit,0,1,FB,0,2836
25913,0,4,1,0,1,No Deposit,0,1,FB,0,2837
25920,0,1,0,0,3,No Deposit,0,1,BB,0,2838
25956,0,6,2,0,0,No Deposit,0,1,FB,0,2839
25971,0,6,2,0,1,No Deposit,1,2,FB,0,2840
25980,0,2,1,0,1,No Deposit,0,4,BB,0,2841
25982,0,6,3,0,0,No Deposit,1,3,BB,0,2842
25990,0,4,1,0,2,No Deposit,0,0,HB,0,2843
25992,0,5,2,0,0,No Deposit,1,0,Undefined,0,2844
26004,0,5,1,0,2,No Deposit,1,2,BB,0,2845
26018,0,5,3,0,1,No Deposit,0,0,HB,0,2846
26022,0,5,3,0,0,No Deposit,1,0,HB,0,2847
26025,0,4,2,0,3,No Deposit,1,0,HB,0,2848
26040,0,10,4,0,0,No Deposit,0,1,HB,1,2849
26044,0,5,4,0,1,No Deposit,0,2,BB,0,2850
26059,0,1,2,0,4,No Deposit,1,1,FB,0,2851
26076,0,5,4,0,0,No Deposit,0,3,BB,1,2852
26088,0,5,2,0,6,No Deposit,0,0,HB,0,2853
26099,0,3,1,0,5,No Deposit,1,2,BB,0,2854
26106,0,3,1,0,1,No Deposit,0,2,HB,0,2855
26111,0,4,2,0,1,No Deposit,0,0,FB,0,2856
26121,0,1,0,0,6,No Deposit,0,2,BB,0,2857
26124,0,3,1,0,2,No Deposit,1,1,HB,1,2858
26131,0,4,2,0,0,No Deposit,0,1,Undefined,0,2859
26132,0,4,2,0,0,No Deposit,1,1,Undefined,0,2860
26135,0,4,1,0,1,No Deposit,0,1,Undefined,0,2861
26149,1,1,0,0,0,No Deposit,0,2,BB,2,2862
26150,1,1,0,2,0,No Deposit,0,3,BB,2,2863
26151,1,5,0,3,0,No Deposit,0,3,BB,2,2864
26158,0,4,1,0,1,No Deposit,0,3,Undefined,0,2865
26172,0,5,0,0,2,No Deposit,0,1,BB,0,2866
26197,0,4,0,0,1,No Deposit,1,3,HB,0,2867
26212,0,5,1,0,0,No Deposit,1,2,HB,0,2868
26215,0,2,1,0,6,No Deposit,0,0,BB,0,2869
26239,0,5,2,0,3,No Deposit,0,2,HB,0,2870
26261,0,5,4,0,1,No Deposit,1,0,Undefined,0,2871
26275,0,8,4,0,2,No Deposit,0,4,HB,0,2872
26284,0,6,3,0,2,No Deposit,0,2,BB,0,2873
26315,0,2,2,0,0,No Deposit,0,3,Undefined,0,2874
26324,0,8,2,0,2,No Deposit,0,0,HB,0,2875
26334,0,2,0,0,3,No Deposit,0,0,BB,1,2876
26343,0,5,2,0,0,No Deposit,0,1,Undefined,0,2877
26346,0,9,2,0,0,No Deposit,1,1,HB,0,2878
26348,0,5,2,0,1,No Deposit,0,2,FB,0,2879
26349,0,5,2,0,4,No Deposit,0,1,FB,0,2880
26358,0,1,0,0,4,No Deposit,0,1,BB,0,2881
26370,0,4,1,0,1,No Deposit,1,1,Undefined,0,2882
26384,0,4,0,0,1,No Deposit,1,1,Undefined,0,2883
26408,0,5,1,0,0,No Deposit,1,0,HB,0,2884
26413,0,5,2,0,0,No Deposit,0,3,HB,1,2885
26438,0,0,2,0,0,No Deposit,1,1,BB,1,2886
26503,0,8,4,0,0,No Deposit,0,2,BB,0,2887
26507,0,5,3,0,3,No Deposit,0,0,BB,0,2888
26515,0,5,3,0,0,No Deposit,0,1,BB,1,2889
26521,0,2,2,0,2,No Deposit,1,1,BB,0,2890
26565,0,2,2,0,1,Non Refund,0,1,BB,0,2891
26583,0,3,0,0,2,No Deposit,1,2,BB,0,2892
26587,0,3,2,0,3,No Deposit,0,2,HB,0,2893
26605,0,4,1,0,3,No Deposit,2,3,HB,0,2894
26638,0,5,2,0,0,No Deposit,0,3,FB,0,2895
26644,0,5,0,0,3,No Deposit,1,2,HB,0,2896
26652,0,5,1,0,1,No Deposit,1,1,BB,0,2897
26661,0,10,4,0,0,No Deposit,0,0,FB,0,2898
26691,0,5,2,0,0,No Deposit,0,2,Undefined,0,2899
26699,0,5,2,0,1,No Deposit,0,2,Undefined,0,2900
26702,1,1,2,1,0,No Deposit,0,0,BB,1,2901
26703,0,5,2,0,1,No Deposit,0,3,Undefined,0,2902
26704,0,2,1,0,2,No Deposit,1,0,HB,0,2903
26728,0,1,2,0,0,No Deposit,0,1,BB,2,2904
26743,0,6,3,0,3,No Deposit,1,1,BB,0,2905
26761,0,2,2,0,1,No Deposit,1,3,BB,0,2906
26770,0,7,2,0,0,No Deposit,0,0,Undefined,0,2907
26787,0,7,3,0,1,No Deposit,0,2,BB,0,2908
26793,0,6,2,0,2,No Deposit,1,2,BB,0,2909
26805,0,8,2,0,3,No Deposit,0,1,HB,0,2910
26819,0,3,1,0,2,No Deposit,1,2,BB,0,2911
26941,0,1,1,0,1,No Deposit,0,2,BB,1,2912
26970,0,5,3,0,1,No Deposit,0,2,SC,0,2913
26971,0,5,4,0,2,No Deposit,0,0,HB,0,2914
26979,0,2,2,0,3,No Deposit,0,1,HB,0,2915
26992,0,0,1,0,0,No Deposit,1,1,HB,0,2916
26997,0,5,3,0,0,No Deposit,0,3,BB,0,2917
27015,0,3,2,0,1,No Deposit,0,1,FB,0,2918
27020,0,12,4,0,0,No Deposit,0,1,BB,0,2919
27022,0,12,4,0,0,No Deposit,0,0,HB,0,2920
27038,0,6,2,0,0,No Deposit,1,3,BB,1,2921
27044,0,5,2,0,3,No Deposit,1,2,HB,0,2922
27052,0,7,3,0,0,No Deposit,1,0,BB,0,2923
27066,0,10,4,0,0,No Deposit,1,3,HB,1,2924
27070,0,3,1,0,1,No Deposit,1,2,HB,0,2925
27088,0,6,2,0,3,No Deposit,0,1,Undefined,0,2926
27089,0,6,2,0,2,No Deposit,0,1,Undefined,0,2927
27130,0,5,2,0,2,No Deposit,1,1,HB,0,2928
27135,1,2,1,1,0,No Deposit,0,3,BB,1,2929
27156,0,8,2,0,0,No Deposit,0,2,BB,1,2930
27161,0,6,3,0,2,No Deposit,1,0,BB,0,2931
27162,0,15,6,0,2,No Deposit,0,0,BB,0,2932
27175,0,6,2,0,0,No Deposit,1,0,HB,1,2933
27180,0,2,1,0,0,No Deposit,1,2,FB,0,2934
27216,0,5,2,0,2,No Deposit,1,2,BB,0,2935
27224,0,5,3,0,2,No Deposit,0,1,BB,0,2936
27230,0,5,4,0,0,No Deposit,0,1,HB,0,2937
27233,0,5,3,0,2,No Deposit,1,0,HB,0,2938
27237,0,6,2,0,2,No Deposit,1,1,HB,0,2939
27241,0,4,2,0,0,No Deposit,1,2,BB,1,2940
27242,0,10,4,0,2,No Deposit,1,3,BB,1,2941
27247,0,3,2,0,2,No Deposit,0,0,FB,0,2942
27250,0,5,2,0,4,No Deposit,0,4,HB,1,2943
27258,0,2,2,0,4,No Deposit,1,1,HB,0,2944
27259,0,6,2,0,3,No Deposit,0,2,HB,0,2945
27261,0,0,0,0,2,No Deposit,0,1,BB,0,2946
27266,0,3,1,0,2,No Deposit,0,3,HB,1,2947
27278,0,5,2,0,1,No Deposit,1,0,Undefined,0,2948
27281,0,3,2,0,0,No Deposit,0,2,HB,1,2949
27288,0,10,4,0,0,No Deposit,0,5,BB,0,2950
27295,0,6,2,0,1,No Deposit,1,0,Undefined,0,2951
27302,0,3,2,0,0,No Deposit,0,2,Undefined,0,2952
27306,0,3,2,0,0,No Deposit,1,2,Undefined,0,2953
27311,0,8,2,0,1,No Deposit,0,2,HB,0,2954
27327,0,4,1,0,0,No Deposit,1,1,HB,0,2955
27367,0,5,1,0,0,No Deposit,0,0,FB,1,2956
27377,0,5,2,0,3,No Deposit,1,2,FB,0,2957
27380,0,10,2,0,0,No Deposit,0,0,BB,0,2958
27386,0,5,1,0,4,No Deposit,1,0,HB,0,2959
27404,0,5,2,0,2,No Deposit,0,2,HB,1,2960
27427,0,5,3,0,0,No Deposit,0,2,HB,0,2961
27489,0,1,0,0,0,No Deposit,2,1,BB,0,2962
27525,0,2,2,0,1,Non Refund,0,0,BB,0,2963
27532,0,2,0,0,1,No Deposit,0,3,HB,0,2964
27568,0,3,2,0,5,No Deposit,1,0,HB,0,2965
27590,0,4,0,0,3,No Deposit,1,3,HB,0,2966
27627,1,4,0,1,6,No Deposit,0,2,BB,1,2967
27642,0,4,1,0,3,No Deposit,1,2,BB,0,2968
27643,0,4,1,0,4,No Deposit,0,2,BB,0,2969
27647,0,9,4,0,0,No Deposit,0,1,HB,1,2970
27666,0,1,1,0,4,No Deposit,0,1,HB,0,2971
27667,0,1,1,0,2,No Deposit,0,2,BB,0,2972
27685,0,1,2,0,4,No Deposit,0,1,BB,0,2973
27697,0,4,2,0,2,No Deposit,0,1,HB,0,2974
27698,0,2,2,0,2,No Deposit,1,2,BB,0,2975
27718,0,2,0,0,4,No Deposit,1,1,BB,0,2976
27749,0,4,1,0,1,No Deposit,1,1,HB,0,2977
27753,0,4,0,0,0,No Deposit,1,2,BB,2,2978
27794,0,5,1,0,0,No Deposit,2,1,BB,0,2979
27827,0,5,2,0,5,No Deposit,0,2,FB,0,2980
27832,0,4,2,0,1,No Deposit,0,1,BB,1,2981
27841,0,10,4,0,0,No Deposit,1,3,BB,0,2982
27861,0,6,4,0,2,No Deposit,1,1,BB,0,2983
27895,0,0,2,0,3,No Deposit,0,0,BB,2,2984
27918,0,1,2,0,1,No Deposit,0,1,BB,1,2985
27950,0,3,2,0,2,No Deposit,1,0,FB,0,2986
27978,0,8,2,0,1,No Deposit,1,1,BB,0,2987
28017,0,5,0,0,1,No Deposit,0,0,BB,0,2988
28094,0,1,2,0,4,No Deposit,1,0,BB,0,2989
28104,0,1,2,0,0,No Deposit,0,4,BB,0,2990
28120,0,4,2,0,2,No Deposit,1,0,HB,0,2991
28131,0,1,1,0,1,No Deposit,1,0,Undefined,0,2992
28134,0,1,1,0,0,No Deposit,1,3,HB,0,2993
28138,0,1,2,0,4,No Deposit,0,3,HB,0,2994
28143,0,7,4,0,1,No Deposit,0,3,BB,0,2995
28171,0,3,1,0,0,No Deposit,0,4,HB,0,2996
28181,0,3,0,0,1,No Deposit,1,2,FB,0,2997
28209,0,5,1,0,1,No Deposit,0,2,HB,0,2998
28314,0,3,2,0,4,No Deposit,0,3,HB,0,2999
28357,0,9,2,0,1,No Deposit,0,0,HB,0,3000
28404,1,5,2,1,0,No Deposit,0,3,BB,1,3001
28410,0,1,1,0,4,No Deposit,1,1,BB,0,3002
28444,0,3,1,0,7,No Deposit,1,0,SC,0,3003
28538,0,7,3,0,2,No Deposit,0,0,HB,0,3004
28550,1,0,0,0,2,No Deposit,0,1,BB,0,3005
28635,0,3,1,0,1,No Deposit,0,0,HB,1,3006
28740,0,3,1,0,1,No Deposit,0,1,SC,0,3007
28775,0,2,2,0,6,No Deposit,1,2,HB,0,3008
28838,0,4,2,0,3,No Deposit,0,2,BB,0,3009
28888,0,2,2,0,0,No Deposit,1,1,BB,4,3010
28930,0,6,2,0,3,No Deposit,0,0,HB,0,3011
28979,0,6,3,0,0,No Deposit,0,0,SC,0,3012
28980,0,5,0,0,1,No Deposit,1,1,HB,0,3013
28981,0,6,4,0,1,No Deposit,0,0,BB,0,3014
28994,0,5,3,0,2,No Deposit,0,0,HB,0,3015
29041,0,7,2,0,7,No Deposit,0,1,HB,0,3016
29043,0,7,2,0,3,No Deposit,0,0,HB,0,3017
29044,0,4,0,0,0,No Deposit,0,0,HB,1,3018
29045,0,5,0,0,1,No Deposit,8,1,HB,2,3019
29046,0,2,2,0,1,No Deposit,8,0,HB,2,3020
29108,0,2,2,0,2,No Deposit,1,2,HB,0,3021
29142,0,10,4,0,5,No Deposit,0,0,BB,0,3022
29143,0,9,2,0,1,No Deposit,0,1,HB,0,3023
29154,0,2,2,0,2,No Deposit,1,0,BB,0,3024
29157,0,0,1,0,1,No Deposit,1,1,BB,1,3025
29197,0,0,1,0,3,No Deposit,0,0,BB,1,3026
29206,0,2,1,0,0,No Deposit,0,2,HB,2,3027
29207,0,4,0,0,0,No Deposit,1,2,HB,3,3028
29208,0,2,1,0,0,No Deposit,1,2,HB,4,3029
29219,0,0,0,0,5,No Deposit,0,1,BB,0,3030
29277,0,3,2,0,2,No Deposit,0,2,BB,0,3031
29305,0,3,2,0,3,No Deposit,1,0,BB,0,3032
29306,0,3,2,0,4,No Deposit,1,0,BB,0,3033
29307,0,3,2,0,3,No Deposit,1,1,BB,0,3034
29335,0,2,2,0,0,No Deposit,0,1,SC,0,3035
29405,0,1,0,0,2,No Deposit,1,0,HB,0,3036
29407,0,3,0,0,4,No Deposit,0,2,BB,0,3037
29409,0,1,1,0,2,No Deposit,0,1,HB,1,3038
29411,0,2,1,0,0,No Deposit,0,2,BB,4,3039
29458,0,4,1,0,2,No Deposit,0,3,HB,0,3040
29495,0,1,1,0,2,No Deposit,1,1,BB,1,3041
29507,0,2,0,0,1,No Deposit,1,2,HB,0,3042
29530,0,4,0,0,0,No Deposit,0,4,BB,0,3043
29550,0,5,1,0,5,No Deposit,1,3,HB,0,3044
29555,0,1,1,0,0,No Deposit,0,4,BB,0,3045
29618,0,4,2,0,2,No Deposit,1,1,HB,0,3046
29647,0,1,1,0,3,No Deposit,1,1,BB,0,3047
29693,0,1,0,0,4,No Deposit,0,1,BB,1,3048
29695,0,1,0,1,0,No Deposit,0,1,BB,2,3049
29781,0,6,2,0,3,No Deposit,0,2,BB,0,3050
29828,0,5,2,0,3,No Deposit,0,3,BB,0,3051
29862,0,13,4,0,0,No Deposit,0,1,BB,1,3052
29879,0,0,2,0,0,No Deposit,1,2,HB,0,3053
29897,0,5,2,0,2,No Deposit,0,0,Undefined,0,3054
29906,0,2,2,0,1,No Deposit,0,5,HB,0,3055
29924,0,1,2,0,6,No Deposit,0,3,HB,0,3056
29930,0,5,2,0,2,No Deposit,0,1,Undefined,0,3057
29938,0,7,2,0,0,No Deposit,1,2,HB,0,3058
29944,0,3,1,0,0,No Deposit,0,4,BB,1,3059
29945,0,2,1,0,0,No Deposit,0,4,BB,0,3060
29946,0,2,1,0,0,No Deposit,0,4,BB,1,3061
29947,0,4,0,0,0,No Deposit,0,4,BB,2,3062
29948,0,2,1,0,0,No Deposit,0,4,BB,3,3063
29949,0,2,0,0,0,No Deposit,0,5,BB,4,3064
29959,0,4,1,0,1,No Deposit,0,0,BB,1,3065
29971,0,8,4,0,0,No Deposit,1,2,BB,0,3066
29982,0,1,1,0,2,No Deposit,0,2,BB,1,3067
30023,0,4,0,0,1,No Deposit,1,2,BB,0,3068
30038,0,4,1,0,0,No Deposit,1,2,HB,0,3069
30043,0,5,2,0,2,No Deposit,0,2,Undefined,0,3070
30046,0,5,1,0,2,No Deposit,1,3,HB,0,3071
30057,0,5,1,0,1,No Deposit,0,2,BB,0,3072
30058,0,10,3,0,3,No Deposit,0,2,BB,0,3073
30060,0,2,0,0,2,No Deposit,1,3,BB,0,3074
30068,0,5,0,0,0,No Deposit,0,2,HB,0,3075
30083,0,10,5,0,0,No Deposit,1,1,BB,0,3076
30091,0,7,3,0,3,No Deposit,0,0,HB,0,3077
30118,0,0,1,0,0,No Deposit,0,2,BB,4,3078
30119,0,0,1,0,0,No Deposit,0,2,BB,5,3079
30137,0,0,2,0,2,No Deposit,1,2,BB,0,3080
30198,0,1,1,0,1,No Deposit,1,1,BB,4,3081
30224,0,10,4,0,2,No Deposit,1,1,HB,0,3082
30244,0,8,4,0,0,No Deposit,0,0,BB,1,3083
30265,0,10,4,0,3,No Deposit,0,1,BB,0,3084
30299,0,9,4,0,1,No Deposit,0,2,BB,1,3085
30364,0,2,0,0,0,Refundable,0,0,BB,0,3086
30383,0,11,5,0,0,No Deposit,0,1,BB,0,3087
30427,0,5,2,0,3,No Deposit,1,2,BB,0,3088
30429,0,3,1,0,0,No Deposit,1,3,HB,0,3089
30500,0,0,0,0,1,No Deposit,0,0,Undefined,0,3090
30520,0,9,4,0,0,No Deposit,0,0,HB,0,3091
30524,0,4,1,0,3,No Deposit,0,1,BB,0,3092
30543,0,9,4,0,2,No Deposit,0,1,BB,0,3093
30583,0,2,0,0,0,No Deposit,0,4,BB,0,3094
30598,0,7,3,0,2,No Deposit,0,1,HB,0,3095
30601,0,1,1,0,0,No Deposit,0,1,BB,2,3096
30606,0,15,6,0,1,No Deposit,1,2,HB,0,3097
30627,0,0,2,0,3,No Deposit,1,1,HB,0,3098
30737,0,2,2,0,0,No Deposit,0,2,BB,1,3099
30763,0,1,0,0,2,No Deposit,0,1,HB,0,3100
30862,0,10,4,0,2,No Deposit,0,1,Undefined,0,3101
30867,0,2,1,0,0,No Deposit,0,0,Undefined,0,3102
30873,0,2,1,0,4,No Deposit,0,0,Undefined,0,3103
30905,0,0,0,0,1,No Deposit,0,0,BB,1,3104
30929,0,4,1,0,0,No Deposit,0,0,BB,1,3105
30936,0,0,0,0,0,No Deposit,0,0,Undefined,0,3106
30962,0,14,5,0,0,No Deposit,0,2,HB,0,3107
30963,0,5,2,0,5,No Deposit,0,2,HB,0,3108
30964,0,5,2,0,3,No Deposit,0,3,HB,0,3109
31022,0,3,0,0,1,No Deposit,0,0,FB,0,3110
31028,0,1,0,0,2,No Deposit,1,3,BB,0,3111
31029,0,1,0,0,0,No Deposit,1,3,HB,1,3112
31121,0,0,1,0,2,No Deposit,0,0,BB,2,3113
31133,0,10,4,0,0,No Deposit,0,0,Undefined,0,3114
31140,0,3,0,0,0,No Deposit,1,2,BB,1,3115
31198,0,1,0,0,4,No Deposit,1,0,HB,0,3116
31243,0,2,0,0,0,No Deposit,0,3,BB,1,3117
31270,0,2,0,0,2,No Deposit,0,0,FB,0,3118
31284,0,10,4,0,2,No Deposit,0,0,Undefined,0,3119
31305,0,3,1,0,0,No Deposit,0,2,BB,2,3120
31306,0,3,0,0,0,No Deposit,0,2,BB,3,3121
31326,0,9,3,0,1,No Deposit,0,0,BB,0,3122
31392,0,0,2,0,2,No Deposit,0,2,BB,0,3123
31393,0,2,2,0,2,No Deposit,1,1,HB,0,3124
31404,0,25,10,0,0,No Deposit,0,1,HB,0,3125
31422,0,2,2,0,0,No Deposit,0,3,HB,0,3126
31427,0,1,2,0,0,No Deposit,0,2,BB,2,3127
31428,0,3,2,0,2,No Deposit,0,1,FB,0,3128
31450,0,2,0,0,3,No Deposit,0,2,HB,0,3129
31493,0,3,1,0,0,No Deposit,1,3,BB,0,3130
31516,0,8,2,0,0,No Deposit,1,2,BB,0,3131
31540,0,4,0,0,3,No Deposit,0,0,SC,0,3132
31544,0,0,1,0,4,No Deposit,0,1,HB,0,3133
31556,0,2,0,0,6,No Deposit,0,2,HB,0,3134
31588,0,5,0,0,0,No Deposit,0,3,HB,0,3135
31601,0,2,1,0,0,No Deposit,0,1,Undefined,0,3136
31609,0,0,1,0,4,No Deposit,0,0,HB,0,3137
31653,0,4,1,0,0,No Deposit,0,4,HB,0,3138
31676,0,9,4,0,0,No Deposit,0,2,BB,0,3139
31677,0,9,4,0,0,No Deposit,1,2,BB,0,3140
31695,0,3,2,0,3,No Deposit,0,1,SC,0,3141
31698,0,15,6,0,0,No Deposit,0,3,BB,0,3142
31706,0,5,2,0,1,No Deposit,0,1,Undefined,0,3143
31734,0,6,2,0,1,No Deposit,0,0,Undefined,0,3144
31740,0,6,2,0,2,No Deposit,0,1,SC,0,3145
31746,0,0,1,0,0,No Deposit,1,0,BB,5,3146
31747,0,0,1,0,0,No Deposit,0,1,BB,5,3147
31749,0,3,0,0,1,No Deposit,0,0,BB,5,3148
31765,0,8,2,0,3,No Deposit,1,0,BB,0,3149
31795,0,2,0,0,1,No Deposit,1,0,BB,1,3150
31804,0,12,4,0,0,No Deposit,0,2,BB,0,3151
31817,0,2,0,0,3,No Deposit,1,1,HB,0,3152
31825,0,3,0,0,5,No Deposit,1,1,BB,0,3153
31840,0,2,0,0,0,No Deposit,2,1,HB,0,3154
31894,0,5,4,0,1,No Deposit,0,1,HB,0,3155
31938,0,10,4,0,0,No Deposit,0,1,Undefined,0,3156
31960,0,2,0,0,0,No Deposit,2,1,BB,0,3157
31976,0,0,1,0,3,No Deposit,1,1,BB,1,3158
31977,0,5,2,0,3,No Deposit,0,0,HB,0,3159
32002,0,1,0,0,1,No Deposit,0,0,SC,0,3160
32029,0,1,0,0,0,No Deposit,0,0,SC,0,3161
32066,0,0,1,0,1,No Deposit,0,0,SC,0,3162
32073,1,2,0,1,0,No Deposit,0,2,BB,1,3163
32104,0,1,0,0,0,No Deposit,0,1,HB,1,3164
32105,0,0,1,0,2,No Deposit,0,1,BB,1,3165
32110,0,0,2,0,1,No Deposit,0,1,Undefined,0,3166
32113,0,0,1,0,0,No Deposit,0,0,Undefined,0,3167
32118,0,0,0,0,3,No Deposit,0,0,Undefined,0,3168
32124,0,1,1,0,2,No Deposit,0,0,Undefined,0,3169
32125,0,1,1,0,1,No Deposit,0,0,Undefined,0,3170
32135,0,1,0,0,0,No Deposit,1,0,Undefined,0,3171
32140,0,1,1,0,0,No Deposit,0,0,Undefined,0,3172
32159,0,2,1,0,3,No Deposit,0,0,Undefined,0,3173
32226,0,2,1,0,0,No Deposit,1,0,Undefined,0,3174
32231,0,2,1,0,1,No Deposit,1,0,Undefined,0,3175
32267,0,2,0,0,4,No Deposit,0,5,BB,0,3176
32341,0,6,3,0,5,No Deposit,0,0,SC,0,3177
32350,0,1,0,1,1,No Deposit,0,0,BB,1,3178
32365,0,4,2,0,3,No Deposit,0,1,BB,0,3179
32378,0,1,0,0,2,No Deposit,0,2,BB,2,3180
32387,0,4,2,0,5,No Deposit,0,2,BB,0,3181
32421,0,1,0,0,2,No Deposit,0,4,BB,0,3182
32424,0,7,2,0,0,No Deposit,0,1,BB,1,3183
32428,0,17,6,0,0,No Deposit,1,1,BB,0,3184
32433,0,3,0,0,0,No Deposit,0,0,BB,4,3185
32555,0,2,0,0,0,No Deposit,2,0,BB,0,3186
32556,0,0,1,0,0,No Deposit,2,0,BB,0,3187
32560,0,8,3,0,1,No Deposit,0,1,HB,0,3188
32563,0,2,1,0,3,No Deposit,0,0,BB,0,3189
32573,0,0,1,0,0,No Deposit,1,2,HB,0,3190
32589,0,32,13,0,2,No Deposit,0,3,BB,1,3191
32600,0,2,1,0,0,No Deposit,2,1,BB,0,3192
32635,0,10,5,0,0,No Deposit,0,1,BB,0,3193
32653,0,3,2,0,4,No Deposit,0,1,SC,0,3194
32673,0,3,2,0,2,No Deposit,0,1,SC,0,3195
32685,0,1,0,1,0,No Deposit,1,0,BB,1,3196
32739,0,10,4,0,6,No Deposit,0,1,SC,1,3197
32742,0,1,2,0,3,No Deposit,0,1,BB,1,3198
32743,0,2,2,0,3,No Deposit,0,1,BB,2,3199
32754,0,3,0,0,4,No Deposit,0,1,BB,0,3200
32827,0,9,3,0,8,No Deposit,0,0,SC,0,3201
32843,0,0,1,0,1,No Deposit,1,2,BB,1,3202
32946,0,25,10,0,0,No Deposit,0,1,BB,0,3203
32974,0,4,1,0,4,No Deposit,0,0,SC,0,3204
32983,0,2,0,0,2,No Deposit,0,3,BB,0,3205
32984,0,2,0,0,1,No Deposit,0,1,Undefined,0,3206
32986,0,2,0,0,1,No Deposit,1,2,Undefined,0,3207
33024,0,2,0,0,0,No Deposit,0,3,HB,0,3208
33044,0,1,1,0,1,No Deposit,1,0,SC,0,3209
33052,0,3,1,0,1,No Deposit,0,4,HB,0,3210
33059,0,0,0,0,1,No Deposit,1,0,SC,0,3211
33118,0,2,1,0,4,No Deposit,0,0,HB,0,3212
33137,0,1,0,0,2,No Deposit,0,3,BB,0,3213
33139,0,5,2,0,3,No Deposit,0,0,Undefined,0,3214
33155,0,4,1,0,1,No Deposit,0,0,BB,2,3215
33234,0,25,10,0,0,No Deposit,0,0,BB,0,3216
33240,0,1,0,0,1,No Deposit,0,3,Undefined,0,3217
33245,0,5,2,0,0,No Deposit,0,0,BB,2,3218
33263,0,2,0,0,2,No Deposit,0,2,HB,0,3219
33332,0,0,1,0,2,No Deposit,1,2,BB,0,3220
33388,0,0,1,0,2,No Deposit,0,1,BB,2,3221
33389,0,3,1,0,0,No Deposit,0,1,BB,3,3222
33444,0,16,6,0,2,No Deposit,0,1,HB,0,3223
33494,0,2,0,0,0,No Deposit,0,1,Undefined,0,3224
33518,0,15,6,0,2,No Deposit,0,1,BB,0,3225
33563,0,8,2,0,0,No Deposit,0,0,Undefined,0,3226
33566,0,15,6,0,0,No Deposit,0,1,BB,0,3227
33581,0,3,1,0,4,No Deposit,0,2,BB,0,3228
33591,0,1,1,0,3,No Deposit,0,3,BB,0,3229
33600,0,0,1,0,3,No Deposit,1,0,HB,0,3230
33623,0,1,2,0,3,No Deposit,1,1,HB,0,3231
33669,0,1,2,0,2,No Deposit,0,3,BB,0,3232
33674,0,0,2,0,1,No Deposit,0,1,HB,0,3233
33709,0,1,0,0,1,No Deposit,1,1,BB,1,3234
33826,0,7,2,0,0,No Deposit,0,4,BB,0,3235
33836,0,3,0,0,2,No Deposit,1,1,BB,1,3236
33840,0,0,2,0,2,No Deposit,1,1,BB,0,3237
33873,0,5,1,0,1,No Deposit,2,0,BB,0,3238
33924,0,40,16,0,0,No Deposit,0,0,BB,0,3239
33952,0,7,4,0,3,No Deposit,0,1,BB,0,3240
34015,0,2,0,0,2,No Deposit,0,0,Undefined,0,3241
34099,0,3,0,0,3,No Deposit,0,1,BB,0,3242
34122,0,4,1,0,3,No Deposit,0,0,SC,0,3243
34160,0,5,3,0,0,No Deposit,1,1,HB,1,3244
34231,0,9,4,0,1,No Deposit,1,2,BB,0,3245
34246,0,3,0,0,6,No Deposit,0,0,BB,0,3246
34287,0,5,0,0,2,No Deposit,0,3,BB,0,3247
34341,0,0,2,0,1,No Deposit,0,3,BB,0,3248
34343,0,1,2,0,1,No Deposit,0,3,HB,0,3249
34344,0,1,2,0,1,No Deposit,1,3,HB,0,3250
34349,0,1,2,0,1,No Deposit,0,0,FB,0,3251
34364,0,20,8,0,1,No Deposit,0,1,BB,0,3252
34375,0,7,4,0,4,No Deposit,0,0,HB,0,3253
34376,0,7,4,0,5,No Deposit,0,0,HB,0,3254
34377,0,1,0,0,1,No Deposit,0,4,BB,0,3255
34408,0,6,2,0,2,No Deposit,0,0,BB,1,3256
34440,0,19,6,0,0,No Deposit,0,1,HB,0,3257
34444,0,19,6,0,2,No Deposit,0,1,HB,0,3258
34454,0,19,6,0,3,No Deposit,0,1,HB,0,3259
34490,0,1,0,0,0,No Deposit,0,4,BB,0,3260
34506,0,0,1,0,0,No Deposit,0,3,HB,0,3261
34564,0,1,1,0,2,No Deposit,1,2,BB,0,3262
34572,0,1,0,0,2,No Deposit,1,1,HB,0,3263
34580,0,5,2,0,0,No Deposit,1,1,Undefined,0,3264
34588,0,10,4,0,0,No Deposit,0,2,Undefined,0,3265
34593,0,2,1,0,4,No Deposit,0,3,HB,0,3266
34614,0,30,12,0,0,No Deposit,0,1,BB,0,3267
34649,0,12,4,0,4,No Deposit,0,0,HB,0,3268
34650,0,12,4,0,2,No Deposit,0,0,HB,0,3269
34653,0,12,4,0,3,No Deposit,0,0,HB,0,3270
34667,0,5,2,0,1,No Deposit,0,4,BB,0,3271
34699,0,5,2,0,3,No Deposit,0,1,BB,0,3272
34706,0,0,0,0,1,No Deposit,1,0,BB,1,3273
34740,0,3,1,0,2,No Deposit,1,4,BB,0,3274
34749,0,15,6,0,0,No Deposit,0,2,HB,0,3275
